PA/gchi+	Very
piitaakwe	Shoot
piitaakshkine	Full
piishgobjige	REDIRECT
piichwijgaaza	Transported
piichiiwii	Strong
piichgaadese	Walk
piichbatoo	Run
pazngwaabse	Blink
pashiiwnikeshin	Scratched
pashiingweshin	Scratched
pasaaknike	Bruises
pasaakgaade	Bruises
pagnjidaabii	Landing
pagnidza	Throw
pagndendam	Despair
pagndaashi	Rest
pagndaasge	Shine
pagndaasa	Prostrated
paamdaabii	Stroller
paakmiigzi	Wake
paakmigzi	Wake
paakmagzi	Wake
mmaandaawnaagzi	Bizarre
niibebim	Wake
niibaabim	Wake
miiknaakem	Construction
aazhdendwak	Argue
zhngidnidza	Pee
zhiishiignidza	Pee
biidwewedmaadza	Bring
n'gaase	Stop
zhiibaayaawnidwak	Parade
zhaa'diwak	Numbers
zaasaagewebzawak	Fly
sweyaangzawak	Scattered
niibnegaabwiwak	Row
niibebwag	Wake
ndaagaabwiwak	Mill
mgoshkaadziwag	Tiff
kosewag	Pounce
jaagaabiigmawak	Run
jaachiimbaaksewak	Seesaw
jaachaangwewak	Seesaw
jaachaangaaksewak	Seesaw
gwiinwizhiinwag	More
gwaashkaawak	Spawn
gnwaabiigmawak	Lineup
giiwtaayaawnidwak	Parade
giiwtaadbiwak	Circle
daangnikewag	Tag
bkeshkaawag	Separate
aanji-gimaakewak	Election
maanaajiiksewak	Poor
maajiiwnidwak	Depart
kwiinwak	Group
jiiswiwak	Fair
jiishbi'wewak	Flee
jiishaawnidwak	Clear
jaagnewak	Die
nnaakeb'iwewak	Flee
niibdeyaakshinook	Row
niibdeyaakdabwak	Row
nam'aam	Mass
mnikwewdiwak	Drinking
mmaandaayiiksewak	Combination
mmaandawak	Big
sweyaawnidwak	Spread
shkwaaj'idwak	Tag
sasewak	Pounce
wiitaawsindwak	Cousin
wiijnakiindwak	Work
wiijiiwaandwak	Common-law
wiidzhaand'iwak	Siblings
samaagnidwak	Struggle
nzikdaadwak	Depart
npataadwak	Bet
naandko'diwag	Goad
naagnidwak	Wrestle
mno-wiijkiwendiwak	Friends
miikwaagnidwak	Matched
mbiig'idwak	Squabble
gaazootaadwak	Hide
gaakaazootaadwak	Hide-and-seek
bskaabiindaadwak	Reconcile
bkwe'diwag	Separate
bkikiingwewdiwag	Box
bkewnidwag	Separate
wiikaanendiwak	Brothers
wiidgikoondiwak	Sisters
maamiijin	Snack
znigiingwen	Rub
znagiingwen	Rub
znag'iinan	Struggle
ziind'agen	Chink
ziigniboojgen	Spray
ziigna'on	Drops
zigzisnan	Mother-in-law
zhinoomaagen	Show
zhegiiwed'amaagen	Return
zesesaapnen	Cry
wiikwendbepzan	Bandana
waabnda'wen	Exhibit
shkodaawen	Unsold
shangen	Serve
pigdigweshnan	Kneeling
paabkin'gen	Potholder
npataagen	Bet
noodsen	Grab
naadaagen	Get
mmeskwaabnda'wen	Flaunt
mdognagen	Cover
mandoomin	Hate
maandgon'agen	Cover
kakzhe-bwen	Roast
gwan'on	Cover
giiwnaadaapnen	Crazy
dbendmookaazan	Pretend
daapnamaagen	Take
bskaabwidaagen	Return
bnangaagwinan	Eyedrops
biigbidmookiin	Tear
biigbidmaagen	Break
bgijnezin	Subside
mgoshkaadnezin	Ache
madnezin	Awaken
noojmon	Heal
ndamnamaagen	Tie
nda-daawen	Sell
taasan	Shelf
shooyiingwen	Rub
shoodendmaadzan	Imagine
naasmisin	Rest
giig'on	Check
zzagaakwaa	Dense
zoongaabiigad	Strong
zookoobiigsin	Drain
znagbii'gaade	Difficult
ziindaakshkoode	Pinned
ziindaakjiishkoode	Pinned
ziikoobiisin	Drain
ziikoobiigsin	Drain
ziikoobii	Soaked
ziigiigmin'gisin	Wrinkly
ziiggamde	Boil
ziigaazhgaa	Flow
ziigaangde	Spilled
ziibskaa	Flow
ziibiiwesin	Waterlogged
zhooshkjiishkogaa	Slippery
zhooshkdaawngaa	Smooth
zhoobaasin	Bent
zhoobaagshkoode	Bent
zhoobaa	Curved
zhngwaaksin	Vacant
zhkashkaa	Damp
zhizhyaawebde	Travel
zhizhyaamad	Straight
zhisgosin	Empty
zhipkweyaa	Roof
zhiiwaagmi	Sour
zhiigaagmi	Watery
zhiibweyaamgad	Transparent
zhiibwaaseyaagmi	Clear
zhiibwaaseyaa	Transparent
zhiibiigshkoode	Stretched
zhiibiigshkaa	Stretch
zhiibaayaasin	Sail
zhiibaawaasin	Sail
zhiibaawaabkaa	Tunnel
zhiibaamchigaade	Road
zheyaagmi	Weak
zhegnde	Rolled
zhebiiyaa	Recede
zhaawshkoshkaa	Green
zhaawshkobgaa	Green
zhaawni-noodin	South
zhaawnaanmad	South
zhaawemo	Straight
zhaawekmigaa	Flat
Zhaagnaashiinikaade	English
Zhaagnaashiibiiygaade	English
zhaabwaande	Show
zhaabskaasjigaade	Digested
zhaabkamgaabaawe	Flow
zhaabjiwan	Flow
zgaakdin	Snagged
zgaabiigshkoode	Pinned
zga'oode	Attached
zegbii'gaade	Scary
zegaadjigaade	Dangerous
zegaadde	Dangerous
zedaabaade	Drag
zaawaanzhese	Yellow
zaawaakde	Browned
zaasaabde	Blinding
zaamwaabde	Overripe
zaamkone	Fire
zaami-waabde	Overripe
zaamginde	Expensive
zaambide	Overshoot
zaamaakginde	Expensive
zaagsin	Stick
zaagmin'gisin	Stick
zaagkone	Flames
zaagjijwan	Flow
zaagiigsin	Stick
zaagdwewesin	Sound
zaagdanesin	Odour
zaagdaaksin	Stick
zaagdaaboode	Float
zaagdaabiigse	Extend
zaagdaabiigkone	Flame
zaagaakne	Flames
zaagaabiikne	Flames
yekwaawiiwan	End
yekwaase	End
yekwaabde	Worn
yaakoogaadeyaak	Length
wiiwzhinaagod	Cute
wiisni'dim	Feast
wiisgizheyaate	Painful
wiisgaabkide	Hot
wiinte	Dirty
wiinaatese	Dirty
wiinaabte	Smoke
wiimbaayaa	Hollow
wewebaabiisemgad	Swing
wewebaabiise	Swing
washkmo	Winding
wannaagod	Foggy
waawyetgisin	Coiled
waawaaskonewan	Bloom
waaswaaksin	Lean
waaskwegde	Shiny
waasjiide	Shiny
waaseyaande	Pale
waaseshkaamgad	Brighten
waasde	Glisten
waannaasin	Turn
waandooshkbiiyaa	Puddle
waakaawaangeyaa	Brim
waakaabiigsin	Coiled
waabshkaagnagaa	White
waabshkaabkaa	White
waabkamgidin	Frosted
waabaakdin	Frosted
togbide	Roll
tibjiise	Roll
tibiigse	Caught
tibbide	Roll
tibaanmad	Devil
tibaakwegshkaa	Curl
tibaakjiisin	Rolled
Tasenwan	Saints
takmide	Simmer
takgamde	Simmer
taakwaaknagweyaa	Sleeved
taakon'gweyaa	Sleeved
taaknagweyaa	Sleeved
spwegshkoode	Cave
spogkamgise	Cave
skiigmide	Stick
skanjiiwan	Buds
skanjiikaa	Buds
skagmide	Boil
skaabii	Dry
sinii-daawngan	Pebbly
siigmide	Boil
siigkamde	Boil
shkwaapo	Stop
shkipo	Snow
shki-naagshi	Evening
shkagmaa	Narrows
shigwaasin	Pureed
shigshkoode	Crushed
shigjiisin	Shatter
shigde	Mushy
shigaasin	Chopped
shibaayaamgad	Mesh
shaweyaa	Slanted
shawejiide	Lopsided
sagse	Tangled
sagaakwaa	Tangly
sagaa	Tangly
sag'oodse	Tangled
pogneyaa	Holes
piikwaakzikaa	Clumps
piig'igaade	Crease
pabshkwaayaa	Square
paagta'an	Rocked
nzikaamgad	Depart
ntaagod	Haunted
nswewesin	Resonant
nshkiiwaan'kod	Dense
nshinaatese	Messed
nshinaajbide	Malfunction
nshikewsin	Apart
nsaantaagod	Lonely
noozwin'kem	Naming
nookjiishkogaa	Muddy
nookiiwaasin	Softened
nookdaawngaa	Soft
nookan	Soft
nookaabaawe	Softened
nnepaadjiiyaa	Misshapen
nnepaadjiide	Misshapen
nnangkamgishkaa	Earthquake
nkiiyaagmishkaa	Murky
niizhooyaabdeyaamgad	Edges
niizhoowaabiisin	Doubled
niisneyaakde	Ragged
niiskaaksin	Cluttering
niisiigaasin	Shredded
niisaakde	Down
niisaabte	Down
niigaanaadde	Prophesied
nigkwaawaa	Size
ni'gaade	Music
ngon'gaade	Abolished
ngokne	Burn
nepaadaakshkaa	Twisted
neniizhooshkne	Two
negwikdaawngaa	Sandy
negwikmigaa	Sandy
negwaakmigaanaagod	Sandy
negwaakmigaa	Sandy
negkamgise	Sink
nchiiwewebde	Bad
nchiiwewe	Bad
nbwegshkoode	Flattened
nbose	Droop
nboptese	Droop
nboongsemgad	Droop
nboogkwese	Droop
nbiiwbagaa	Dewy
nbiiwaabkaa	Condensation
nbiishwaagmi	Watery
nbiishkoyaa	Wet
nbiikmagaa	Waterlogged
nbagjiiyaa	Flat
nbagbakweyaa	Roof
naweksin	Lean
naazhkamgise	Sink
naazhgamde	Foam
naazhaakse	Fall
naatesin	Image
naan'kishkaa	Come
naakmo	Stairs
naagdoobde	Roll
n'kweyaajwan	Tributary
n'kwebiiyaa	Meet
n'goshkaa	Cease
n'giignokaa	Frost
mzinaawyaade	Quillwork
mzin'gwaade	Embroidered
mzhishwaanmad	Treeless
mzhishwaa	Treeless
mzhishgote	Empty
mzhiiyaakweyaa	Treeless
mzawete	Undivided
myaashkoode	Balanced
mtigwaakmigaa	Forested
mtigoonswan	Woody
mskwaanzhemgad	Red
mskowaabgan'kaa	Clay
mshkosiiwan	Marshy
mshkodekmigaa	Treeless
mshkawaakjiiyaa	Hard
mshkawaabiiyaa	Strong
mshka'oodse	Knot
mooknate	Emerge
mookan	Sunrise
mnwegse	Swing
mnosemgad	Resolved
mnose	Smoothly
mnomo	Smooth
mnobii'gaade	Good
mnobgaa	Foliage
mno-nagnde	Price
mnanikwaa	Size
mnakwaabiignikeyaa	Sleeve
mnakwaabiiggaadeyaa	Leg
mnaknigaade	Partitioned
mnaginde	Price
mnaasin	Sail
mmiskwaanzhese	Flash
mmigwaasin	Flutter
mmendaadaagmi	Taste
mmaangpo	Snowflakes
mkwambiisaa	Freezing
mkozgose	Freezing
mkomiiwaaksin	Coated
mkomiikaa	Icy
mkadeyaakde	Charred
mkadeyaabte	Smoke
minwaasin	Flutter
miisneyaasin	Frayed
miisneyaa	Tattered
miigwaanswan	Feathery
miignasin	Mold
migwaasin	Flutter
mgate	Quiet
meyaashkoode	Balanced
menwaa	Space
mdweweknese	Sparking
mdwewaakshkaamgad	Shifting
mdwewaakshkaa	Shifting
mdwewaakse	Striking
mdweknese	Sparking
mdwebiisaa	Rain
mdookshkaa	Damp
mdookdaawngaa	Damp
mdookbagaa	Dewy
mdebiisaa	Rain
mbiishkkamgad	Dewy
mbiishkaamgad	Puddle
mbiikmagaa	Waterlogged
mbiigweyiigshkaa	Crinkle
mbiigweyiignaan	Rustle
mbiigwewebiisaa	Rainfall
mbaakdin	Heave
mba'an	Swelling
maazhtaagod	Bad
maaseyaanmad	Scattered
maanaajkin'gaade	Awkward
maanaajjiide	Misshapen
maanaadkonemgad	Unevenly
maanaadkin'gaade	Awkward
maanaadjiiyaa	Misshapen
maanaadgoode	Awkwardly
maajiiweyebde	Drive
kwegnaawan	Collar
kwaawaa	Length
kwaaksin	Raised
kwaakoonde	Length
kwaakgaadeyaa	Length
kwaagnagaa	Depth
koogaadeyaa	Length
kodaawngwe	Piled
kinwaajchigaade	Marked
kiiwaande	Brown
kiig'igaade	Crease
kiibaajnaagwod	Funny
jiingse	Shake
jiichiibaasin	Tremble
Jiibya-dbikad	Halloween
jekse	Ashore
jejenjnaagod	Elegant
jaanmibde	Busy
jaanmad	Busy
jaagaakwe'gaade	Cut
jaachiingwewesin	Jingle
jaachaangaakbide	Rock
gziiyaabaawe	Washed
gzhiiyaanmad	Fast
gzhibaanoodin	Whirlwind
gzhaawekmigaa	Level
gzhaawebde	Straight
gyakwan	Function
gyakshkoode	Balanced
gyakbide	Function
gwinde	Float
gwiishkweyaanmad	Whistle
gwetaanbide	Fast
gwetaanaakweyaa	Forested
gwetaanaakginde	Expensive
gwetaanaakde	Burned
gwetaan'gamde	Boil
gwekmo	Straight
gwayakkamgaa	Flat
gwaawgon	Ashore
gwaansagginde	Expensive
gwaabshkaa	Ashore
gwaaboode	Washed
gwaabkisin	Rusty
gwaabgoode	Surface
gtaangwaashkaa	Waves
gtaangwaanmad	Wind
gtaanginaagod	Formidable
gtaamgwiinad	Abound
gtaamgonaagod	Ugly
gtaagod	Scary
gtaagnaagod	Spooky
gshkisgaabaawe	Watertight
gshkijiipde	Cinched
gshkiiwaabte	Smoky
gshkamo	Curve
gshka'oodse	Knotted
gndaawshkaa	Sink
gndaaw'on	Sink
gndaashkoode	Sink
gjipkaa	Stripped
giizhooyaa	Warm
giizhoote	Warm
giizhoochgaade	Insulated
giizhgaande	Blue
giizhaande	Ripen
giizhaagmide	Heat
giiwtaagoode	Hang
giishpo	Flurry
giishkpo	Cease
giishk'igaade	Disconnected
giigdin	Frosty
giibaajnaaktemgad	Vulgar
ggwetaanaabkide	Scalding
gdogshkaa	Tip
gdiskaabiigse	Unplug
gdagdamo	Bumpy
gdagaa	Rough
gbagaagmi	Watery
gbaatgwe	Logjam
gbaagwe	Clogged
gaaskamgaa	Plot
gaashkaad'agaade	Scraped
gaasbiiyaa	Pond
gaapde	Crisp
gaapaagnagaa	Crunchy
gaakaawaakde	Crisp
gaakaashkwewe	Scratchy
gaakaapjiide	Crisp
gaakaakjiide	Crisp
gaachnoo'i	Small
gaachkamgaa	Plot
gaachgagmaa	Narrow
gaachaabiignikeyaa	Slim
gaachaabiiggaadeyaa	Slim
gaabshkaa	Brittle
ebngishnaanmad	Westerly
dwiiyaamgad	Clearing
dweyaa	Space
dwaayaa	Hollow
dpaawngise	Sift
dootoobkamgaa	Soggy
dootoobjiiyaa	Spongy
dootooban	Quicksand
doosknamo	Bend
doosknadmo	Bend
doogbide	Stop
dkoogaadeyaa	Short
dkoobiisin	Damp
dkoobii	Shallow
dkamaabiisin	Cross
dkamaabii	Span
detbisenskaade	Rollers
debweyaashkaa	Distant
debweweyaashkaa	Distant
debwewejiisin	Thud
debsin	Fit
debkwaabiigmo	Reach
ddibewebde	Shoreline
ddibaakwegse	Roll
ddanaazhe	Shine
ddakmide	Boiling
dbishkoosemgad	Arrive
dbishkookmigaa	Level
dbishkookaa	Level
dbinwaakwaa	Dense
dbinooyaa	Sheltered
dbinoosin	Sheltered
dbigiishkaawaa	Hole
dbagkone	Low
dagan	Mild
daataagweg'igaade	Pressed
daashksin	Crack
daashkjiide	Crack
daashkaabkishkaa	Crack
daashkaabkise	Crack
daapendaan	Accept
daabsaawemgad	Smoking
chiingwewe	Rumbling
bzhishsin	Empty
bzhibshkaa	Stripped
bzagwaagmi	Thick
btaakbide	Tied
bswewesin	Resonant
bskanebjigan	Switch
bskaabgoode	Rebound
bsigwaakwaa	Dense
bshigiishkbikte	Dark
bshigiishbikte	Dark
bshigiishkaayaa	Hole
bsaate	Reflect
boozaashkaa	Wash
boonjiwan	Stop
boonbide	Stop
bookwaakse	Snap
bookaawaa	Hole
bngwiiwnidim	Ash
bngiishengad	Few
bngate	Still
bnaskbiisaa	Lash
bnaawaabii	Run
bmigwaasin	Flutter
bmagwaasin	Flutter
bmaabiiyaa	Span
bmaabiisin	Extend
bkweyaagmide	Separate
bkwenezaan	Smudge
bkweneyaabte	Drift
bkwenenaabte	Drift
bkwenemaagod	Smoky
bkwaabte	Smoke
bkozgwaa	Bumpy
bkomnagsin	Rest
bkokmigsin	Mound
bkokmigaa	Mound
bkojiiyaa	Bulge
bkojiimnagsin	Rest
bkodaasin	Dislodged
bkishkoode	Sever
bkaantaagod	Different
bkaabiigshkoode	Sever
bisaande	Bruised
bipshkooyaamgad	Square
biiyeshkaa	Fray
biitoosgaa	Multistory
biitewaagmisin	Foamy
biissiniinskaa	Gravelly
biispo	Snow
biisgon'kaamgad	Snow
biinsaakdin	Burn
biinjjiwan	Flow
biinaan'kaadaan	Clean
biinaagmishkaa	Clear
biijmaagsin	Smell
biijbiisaa	Approach
biigdiiyeshkaa	Break
bgonekmigaa	Hole
bgiwde	Creosote
bgiwaakde	Creosote
bgamaaboode	Shore
bgaakwigaade	Disconnected
bejwewe	Low
bdakaaskone	Beam
bbogneyaa	Perforated
bbiikdaawngaa	Dunes
bbaskaanzhese	Flicker
baazmaagod	Stink
baatebiisin	Dry
baataabiiyaa	Bay
baashkjiiyaabaawe	Burst
baasgide	Dried
baasaakde	Crack
baapaaskamgishkaa	Cracks
baapaasjiide	Crackle
aasmisin	Lean
aasaakmigaamgad	Uneven
aapzikaa	Bent
aapjishkaa	Bent
aapdaagse	Bent
aanwaatese	Fuzzy
aansaagmi	Flat
aanoodaate	Hot
aajdagaade	Partitioned
aagwiitoowaatesin	Rebroadcast
aachkin'gaade	Partitioned
aabziiwan	Revive
aabwiitoowaatesin	Rebroadcast
aabwaakkamgidin	Thaw
aaboodsin	Upside-down
gwiidgamde	Foam
gwiidaaboode	Float
gwetaanaakdade	Desiccated
gwetaan'ginde	Expensive
miigwnasin	Moldy
mdweyiigshkaa	Rustle
mdweyaagmisin	Splash
mdwemnagse	Clink
mdeyiigshkaa	Rustle
mdeyaagmisin	Splash
maat'oondim	Divvied
maanaajnikaade	Maligned
maanaajchigaade	Flawed
maajiiyaakde	Spread
maadaatese	Start
kwegsin	Crumpled
kwaagmisin	Puddle
kojgamde	Foam
jiingbakweyaa	Sloped
jiichiibzidewewe	Catchy
jaangaakbide	Tilt
gziiyaande	Fade
gziikaa	Fade
gzigshkoode	Weighted
gzhiiyaande	Bright
gzhiiwewe	Loud
gwiijgamde	Foam
nshanaadaabiigse	Tangled
nsaakshkaa	Creak
nooksin	Loose
nookkisin	Wobbly
nookjiishkwigaa	Muddy
nookiigaaswan	Softened
nookiigaasin	Softened
noogsin	Loose
noodde	Ignite
nningse	Shake
nnawsin	Loose
nnawse	Loose
nnangse	Shake
nnangaanzhese	Flicker
nikdeyaa	Width
niiskoneyaakde	Lower
ngoshkaa	Cease
negwekdaawngaa	Sandy
negwekaa	Sandy
ndwewesin	Broadcast
ndin	Windy
ndawaagmigan	Propeller
ndaatesin	Broadcast
ndaawaagmishkaa	Swirl
nda-daandim	Sale
nboodewaaskone	Dim
nbagbakeyaa	Flat
nadaawngisin	Patterned
naazhshkoode	Packed
naazhaakgaa	Dribble
naaniisiig'iigaasin	Torn
naagshkaa	Bend
naabte	Smoke
n'kashkwe	Overgrown
n'giigkamgidin	Frosted
n'giigjiiyaa	Frosted
mziweyaa	Whole
mzinbii'gaade	Drawn
mzinaatesjigem	Shown
mzhakiise	Settled
mzawesin	Whole
mzaweyaa	Whole
mtigshkowan	Woody
mskwaabkaa	Red
mskwaabgonii	Bloom
mskwaabgan'kaa	Clay
mskoknesin	Glowing
mskokne	Burn
mskojiide	Brown
mshkawaakmin'gaa	Hard
mookmaaniig'igaade	Creased
mnwegaasin	Flutter
mnwaasin	Sail
mnwaakweyaa	Forested
mnwaade	Efficacious
mno-piitde	Done
mno-piitaagmitoon	Strong
mngikde	Loose
mngibiiyaa	Large
mngakmigaa	Large
mnan'kaade	Named
mnajiide	Rising
mnachgaade	Designed
mmaangkode	Chopped
mkadeyaagmi	Black
miishkokedim	Haying
wiisgidin	Bitter
wiisgaate	Scorching
wiisgaagmide	Scalding
wiimbwewesin	Hollow
wiimbgoode	Hang
wiimbaa	Hollow
wewebaabiigse	Swing
wewebaabiigaasin	Swing
wenpanendaan	Easy
wenpanbiiygaade	Simple
wanaabte	Foggy
waawyebiiyaa	Inlet
waawaashkomo	Winding
waawaannama	Winding
waaskwaabkide	Shiny
waasheyaande	Pale
waasekmigaamgad	Mossy
waantooshkbiiyaa	Puddle
waannijwan	Bend
waannibiiyaa	Curve
waannama	Curve
waabna'an	Easterly
tibaakwegse	Roll
tibaakwegnigaade	Rolled
tibaaksin	Coiled
taagbiigwaande	Green
swezhgaa	Spread
sweyaazhge	Spread
sweyaazhgaa	Spread
sweyaasin	Scattered
swejwan	Spread
skaabkide	Dry
shpaakjiiyaa	Tall
shpaakdoondneyaa	Heeled
shoodkamgisin	Flush
shkwaawaatese	End
shkwaaj'idim	Tag
shkwaabde	Worn
shkibgwaande	Green
shkamod	Curve
shkamo	Curve
piizgiikshkaa	Wrinkled
paswewesin	Echo
gwaakwaashknibiite	Overflow
gaachte	Small
zhibiiyaa	Flooded
sweyaangdenoon	Strewn
naasmishin	Facing
mmendaajpidaan	Hungry
bchibii'aan	Mistake
chargemi'aa	Charge
paakskinnjiiwdiza	Clap
biidmaadza	Self-inflicted
ziimkaagbiishkaagon	Hangover
zhaabwin'gon	Carried
shpaa'gon	Worry
nnagjiibnigon	Tickled
niimshkaagon	Dance
nbeshkaagon	Sleep
n'gazkaagon	Used
n'gamshkaagon	Sing
mookiitaagon	Harm
mbiigmishkaagon	Loud
kiibshemgon	Deafened
gnignaamshkaagon	Ticklish
giibshemgon	Deafened
ggiibshemgon	Deafened
gbisgazhiikaak	Constipated
bshishkaagon	Bypassed
boogzikaak	Fart
bgamshkaagon	Mind
bdakzideshkaagon	Pricked
jepganeshkaagon	Energized
mnwaabminaagshkaagon	Flattering
niibnekshimaak	Erect
niibdeyaakshimaak	Side-by-side
niibdekshimaak	Erect
gwen'gandiwak	Race
meshkji-naamdiwak	Blame
maawndoowebwaak	Sweep
maawndoowebnaak	Toss
maawndoonaashkawaak	Herd
niisknandiwak	Fight
mzoowaapnemaawaan	Quarrel
piitnaadwak	Score
migndibebnidza	Scabs
magndibebnidza	Scabs
niibneksidoonan	Erect
niibdeyaaksidoonan	Side-by-side
niibdeksidoonan	Erect
maawndoowebnaanan	Toss
gbey'iinh	Long
aabdig	Certainly
wiin	Contrastive
aabtaa-dbik	Midnight
wenjda	Intentional
washme	More
gaawaa	Barely
biijin	Regularly
maagan	Spouse
waabgon	Blossom
ggwetaanyi'aa	Gorgeous
mikzaat	Poplar
gookoolii	Whippoorwill
ggwedganaanjge-mjikaawan	Glove
getnaami'aa	Sturdy
gdowaan	Log
gchigmiikaawansh	Juniper
gba'gaans	Cover
gaanwazh	Juniper
gaagaagwish	Hemlock
Miigwaans	Feather
Miishgondaagan	Throat
Mshi-Gekek	Hawk
Tamaa	Thomas
Tanens	Theresa
Etyen	Steven
Miishen	Michael
MaanyAan	Mary Ann
Maanii	Mary
Maata	Martha
Maagniit	Margaret
Zoosep	Joseph
Zaben	Isabelle
gweji-zhoonyaakewgamig	Casino
getziinh	Departed
Debenh	David
bebskiigsenh	Larva
gwaakwaashknibiikenh	Grasshopper
waaknak	Lichen
zhoomaan'kensag	Change
waakoonsak	Roe
jiisak	Organizers
nam'emnak	Rosary
Niibaakhom	Niibaakhom
Zhaabdiis	John
Zoozep	Joseph
nniishkok	Tonsils
nda'iimak	Belongings
nbiiweziinmak	Brood
nmamaanh	Mom
npapaa	Dad
nda'iiman	Belongings
ziizbaakdaaboo	Sap
gkinoomaadwin	Teaching
gziibiignaagne'gan	Dishcloth
mdaaswaabik	Ten
negwaki	Sand
baasdaawngaak	Flour
baasaawngaak	Flour
bzagwaaboo	Thickener
zhiibaawaabnjigan	Binoculars
gwaabkizgan	Scone
gozhaan	Cloak
goopdinendaawdi'win	Insult
gonjwinaagan	Buoy
gndaawoonak	Bow
gnaazgewin	Commandment
gmiwnaaboo	Rainwater
ggaanzgewin	Commandment
getnaami'ii	Sturdy
gbodyegwaazwin	Underwear
gbiingwe'gan	Blinker
gbaabkin'gan	Damper
gaanwzhiimin	Berry
gdizgewanzh	Herb
Genada	Canada
Crossdeyaatik	Cross
Wiikwemkoong	Wikwemikong
Mchigiing	West
Waabgonoojiinaang	Wallaceburg
N'Swakamok	Sudbury
Baagting	Sault
Sgamok	Sagamok
Waasaaksing	Parry
Kichi-kabekong	Niagara
Mnidoowaaning	Manitowaaning
Wewebjiwang	Current
Zhiibaawnaaning	Killarney
Poshkdinong	Gore
Gtigaan-ziibiing	Garden
Gwii-giigiing	Canada
Giibiingwe-Ziibiing	Blind
gchigmi	Lake
Gchigmiing	Michigan
Nimwaanensing	Island
Gchi-nimwaaning	Island
gchi-daawewniniikaang	Post
Baawting	Sault
Baawtigoong	Sault
Gchi-mnis	Christian
Neyaashii-nagmiing	Cape
Nam'ewaatgoong	Cross
Moonyaang	Montreal
Bwa'ganing	Rice
Bkejwanong	Walpole
Mnisenh	Munising
Anam'ewaatgwenh	Cross
gwinaanan	Clothes
biitoo-gwiwnan	Underwear
piknan	Harness
biiwekdamaagnan	Shavings
zhiibwaayaabjignan	Binoculars
shkiinzhgokaajganan	Eyeglasses
msko-jiismin	Bean
goodaas	Dress
mskwaanzgan	Paint
giibaadkamik	Absurd
gchi-myisaach	Unfortunate
gaansidam	Regrettable
zegendmaadkamik	Frightful
yaanh	Cute
way	Pardon
wanh	Triumph
shtaataayaa	Wow
shisht	Wow
shiishtaahaa	Wow
she	Shame
oshti	Then
ngaa	No
ne	Look
ndakamik	Jeez
nashke	Look
mskwiigdeyaadkamik	Exasperating
gwetaan'kamig	Terrible
gwensaatkamig	Terrible
gwaansagkamik	Terrible
gwaansaatkamik	Terrible
gshkonweyaatkamik	Surprise
giisaadkamik	Regrettable
giisaadaadkamik	Regrettable
giibaadaadkamik	Absurd
gegesnaa	Exasperation
aaniinda	Annoyance
maajiikmik	Jeez
maagzhaa	So-so
nigaawaatkamik	Hopeless
ni	Triumph
mnwendmaatkamik	Pleasing
wejeje	Uh-oh
say	Yuck
aaniinda	Disgusting
gchi-miigwech	Thanks
oohoohoo	You
waa	Exclamation
wiihaa	Disbelief
wesaadkamig	Regrettable
giiyenh	What
gegnaa	Anyway
genaa	Anyway
wegdagwen	Why
go+Ipc	Indeed
gewiinwaa	Them
giigiinwi	Us
giigiinwaa	You
giigii	You
niintam	Me
giintam	You
wiintam	First
mnazgaade	Cooked
shekshin	Row
mmaazkaa	Move
naakmat	Frame
mnose	Well
gwekiigse	Flip
gwekmat	Straight
gwaaweg'on	Ashore
gwaansagaabkide	Scalding
gtaangwiinad	Abound
gshkibde	Turn
gnwaakjiiyaa	Elongated
gnoozhaayenmat	Straight
gndaajiishkwesin	Sunk
gjigdamo	Washboard
gjigaabdeyaa	Serrated
gjidyeshkaamgat	Bottomless
giizhnaagot	Finished
giizhaagmisin	Brewed
giiwnaajndibeshkaagemgad	Crazy
giiwaadsin	Awkward
giiwaadaabminaagot	Incongruous
giishkwewe	Silent
giishkjiwan	Stop
giin'kopkweyaa	Pointed
giiknaamde	Smoky
giichgwaasin	Blown
giibsin	Obstruct
giibaa	Slope
ggwaansagmaagot	Stink
ggwaansagaakginde	Expensive
ggwaansagaagmide	Scalding
ggiibaajnikaade	Stupid
gdagoode	Fall
gdaasin	Blown
gbonesemgat	Fail
gbonaamde	Stifling
gbisin	Obstruct
gbagsin	Thinly
gbagiigat	Thin
gbagaa	Thin
gbaawngwe	Plugged
gaaste	Small
gaapjiide	Crisp
gaapaa	Brittle
gaakaapde	Crisp
gaachwewesin	Feeble
shkwaayaatese	Over
gaachkode	Small
gaachbiiyaa	Small
ekwaawiiwan	End
ekwaamat	End
bedaabkide	Slow
mmaachaa	Big
sheyaabiisin	Row
sheksinoon	Row
ggaanwaak'oodenoon	Hang
bnaamnoon	Winding
mzwewaakoon'gisnoon	Fill
bebkaandoon	Different
wwaagaa	Bent
jiingtamo	Powwow
shwaachgwaasam	Applique
gdagnagekwad2	Spotted
nakamigaa	Land
nate	Household
zhaangse	Jiggly
dba'gane	Hours
dba'ganet	Hours
mnidoonaagod	Mnidoo
ggwenbaadzi	Greedy
ggaandzi	Provocative
aawsaadzi	Crazy
mmaangdezi	Wide
zhig'igaazo	Tapped
zhighige	Tap
noojgaaza	Hired
zhitmaagaaza	Made
mnowaajma	Praise
naanniwak	Five
mmaazkaa	Move
mnose	Well
naanmizi	Fear
shockwi	Shocked
